latitude,longitude,bright_ti4,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_ti5,frp,daynight,type
12.64567,99.65035,339.86,0.34,0.56,2023-01-01,604,N,VIIRS,n,2,296.7,2.15,D,0
12.78038,99.67912,330.57,0.34,0.56,2023-01-01,604,N,VIIRS,n,2,296.9,3.27,D,0
12.78119,99.67875,331.42,0.34,0.56,2023-01-01,604,N,VIIRS,n,2,297.09,3.22,D,0
13.9942,99.15685,327.4,0.35,0.57,2023-01-01,605,N,VIIRS,n,2,297.22,0.59,D,0
14.05705,99.28714,328.1,0.34,0.56,2023-01-01,605,N,VIIRS,n,2,296.08,0.8,D,0
14.19119,99.71441,341.84,0.32,0.54,2023-01-01,605,N,VIIRS,n,2,301.06,2.24,D,0
14.19161,99.7169,335.15,0.64,0.54,2023-01-01,605,N,VIIRS,n,2,301.2,4.7,D,0
14.19675,99.19839,367.0,0.34,0.56,2023-01-01,605,N,VIIRS,h,2,298.2,5.03,D,0
14.20177,99.19661,326.34,0.34,0.56,2023-01-01,605,N,VIIRS,n,2,298.48,3.13,D,0
14.22386,99.08562,325.14,0.35,0.57,2023-01-01,605,N,VIIRS,n,2,298.12,1.39,D,0
14.24551,99.37113,327.81,0.33,0.56,2023-01-01,605,N,VIIRS,n,2,297.49,2.28,D,0
14.77109,99.61906,333.67,0.63,0.54,2023-01-01,605,N,VIIRS,n,2,298.99,6.16,D,0
14.94719,99.86568,339.69,0.6,0.53,2023-01-01,605,N,VIIRS,n,2,297.89,3.59,D,0
15.03629,99.63387,336.44,0.62,0.54,2023-01-01,605,N,VIIRS,n,2,298.02,5.77,D,0
15.03669,99.63167,332.76,0.62,0.54,2023-01-01,605,N,VIIRS,n,2,297.72,5.76,D,0
15.04042,99.76293,329.46,0.61,0.53,2023-01-01,605,N,VIIRS,n,2,298.08,4.69,D,0
15.16884,99.78775,340.16,0.6,0.53,2023-01-01,605,N,VIIRS,n,2,298.7,6.09,D,0
15.17371,99.78677,330.74,0.6,0.53,2023-01-01,605,N,VIIRS,n,2,296.81,6.09,D,0
15.76597,97.72156,336.72,0.4,0.6,2023-01-01,605,N,VIIRS,n,2,297.76,3.37,D,0
15.7662,97.71993,327.94,0.4,0.6,2023-01-01,605,N,VIIRS,l,2,298.31,1.91,D,0
15.84799,99.7457,329.08,0.59,0.53,2023-01-01,605,N,VIIRS,l,2,299.27,1.84,D,0
15.89354,97.70517,328.25,0.4,0.6,2023-01-01,605,N,VIIRS,l,2,299.29,6.17,D,0
15.89826,97.70026,351.24,0.4,0.6,2023-01-01,605,N,VIIRS,n,2,298.69,9.18,D,0
15.89903,97.704,343.8,0.4,0.6,2023-01-01,605,N,VIIRS,n,2,299.41,6.17,D,0
16.38964,98.90309,327.18,0.33,0.55,2023-01-01,605,N,VIIRS,n,2,287.91,1.53,D,0
16.46174,97.71989,346.01,0.39,0.59,2023-01-01,605,N,VIIRS,n,2,298.2,4.34,D,0
16.46249,97.72354,340.67,0.39,0.59,2023-01-01,605,N,VIIRS,n,2,298.87,4.34,D,0
16.49284,99.96886,331.99,0.56,0.51,2023-01-01,605,N,VIIRS,n,2,296.76,3.74,D,0
16.49479,97.74317,331.48,0.39,0.59,2023-01-01,605,N,VIIRS,n,2,297.97,2.4,D,0
16.55433,98.61134,330.13,0.34,0.56,2023-01-01,605,N,VIIRS,n,2,298.23,3.34,D,0
16.57548,97.8038,331.64,0.38,0.59,2023-01-01,605,N,VIIRS,n,2,297.13,4.83,D,0
16.57622,97.80739,367.0,0.38,0.59,2023-01-01,605,N,VIIRS,h,2,298.58,8.56,D,0
16.57695,97.81097,338.26,0.38,0.59,2023-01-01,605,N,VIIRS,n,2,297.33,8.56,D,0
16.58845,97.81223,367.0,0.38,0.59,2023-01-01,605,N,VIIRS,h,2,297.68,7.56,D,0
16.59456,97.81464,337.43,0.38,0.59,2023-01-01,605,N,VIIRS,n,2,294.51,7.56,D,0
16.5953,97.81823,348.6,0.38,0.59,2023-01-01,605,N,VIIRS,n,2,296.11,6.57,D,0
16.60999,97.80756,334.75,0.38,0.59,2023-01-01,605,N,VIIRS,n,2,296.51,3.63,D,0
16.6129,97.8219,327.41,0.38,0.59,2023-01-01,605,N,VIIRS,n,2,296.75,2.45,D,0
16.61827,97.82073,331.82,0.38,0.59,2023-01-01,605,N,VIIRS,n,2,295.04,2.45,D,0
16.63755,97.71429,332.77,0.39,0.59,2023-01-01,605,N,VIIRS,n,2,298.21,2.96,D,0
16.65289,97.92337,337.92,0.37,0.58,2023-01-01,605,N,VIIRS,n,2,294.6,3.28,D,0
16.65578,97.92373,338.7,0.38,0.58,2023-01-01,605,N,VIIRS,n,2,294.76,2.87,D,0
16.71121,98.41898,332.42,0.35,0.57,2023-01-01,605,N,VIIRS,n,2,298.89,2.61,D,0
16.76069,97.93304,356.67,0.37,0.58,2023-01-01,605,N,VIIRS,n,2,300.19,13.77,D,0
16.76139,97.93653,334.94,0.37,0.58,2023-01-01,605,N,VIIRS,n,2,296.9,12.45,D,0
16.76297,97.9332,367.0,0.37,0.58,2023-01-01,605,N,VIIRS,h,2,296.44,6.72,D,0
16.92023,98.48713,367.0,0.34,0.56,2023-01-01,605,N,VIIRS,h,2,296.96,6.54,D,0
16.73101,95.07268,354.94,0.57,0.69,2023-01-01,606,N,VIIRS,n,2,296.29,10.1,D,0
16.73303,95.07206,355.0,0.57,0.69,2023-01-01,606,N,VIIRS,n,2,296.71,9.73,D,0
16.77141,94.88273,340.27,0.58,0.7,2023-01-01,606,N,VIIRS,n,2,295.24,3.4,D,0
16.77222,94.88568,338.91,0.58,0.7,2023-01-01,606,N,VIIRS,n,2,295.42,4.69,D,0
16.81464,94.89585,367.0,0.58,0.7,2023-01-01,606,N,VIIRS,h,2,296.09,10.47,D,0
17.10036,96.36257,350.18,0.46,0.64,2023-01-01,606,N,VIIRS,n,2,294.39,7.84,D,0
17.1041,96.3622,367.0,0.46,0.64,2023-01-01,606,N,VIIRS,h,2,293.12,10.35,D,0
17.13207,96.37872,367.0,0.46,0.64,2023-01-01,606,N,VIIRS,h,2,297.64,15.97,D,0
17.36049,99.48198,340.56,0.58,0.52,2023-01-01,606,N,VIIRS,n,2,296.02,6.38,D,0
17.64802,94.91098,328.78,0.56,0.69,2023-01-01,606,N,VIIRS,n,2,295.9,3.78,D,0
17.67002,97.82792,330.55,0.36,0.58,2023-01-01,606,N,VIIRS,n,2,294.15,3.0,D,0
17.84528,95.18939,327.87,0.53,0.67,2023-01-01,606,N,VIIRS,l,2,298.05,4.91,D,0
17.85074,95.6765,350.72,0.5,0.65,2023-01-01,606,N,VIIRS,n,2,299.53,8.73,D,0
17.85177,95.68119,326.4,0.49,0.65,2023-01-01,606,N,VIIRS,n,2,300.03,8.75,D,0
18.13615,98.90949,340.18,0.61,0.53,2023-01-01,606,N,VIIRS,n,2,298.33,8.05,D,0
18.17401,95.06836,329.06,0.53,0.67,2023-01-01,606,N,VIIRS,n,2,297.12,3.1,D,0
18.19464,99.33347,327.7,0.57,0.52,2023-01-01,606,N,VIIRS,n,2,296.27,2.08,D,0
18.25376,95.0564,329.56,0.53,0.67,2023-01-01,606,N,VIIRS,n,2,298.3,4.43,D,0
18.26214,95.0649,333.48,0.53,0.67,2023-01-01,606,N,VIIRS,n,2,298.61,4.37,D,0
18.33573,95.02799,327.75,0.53,0.67,2023-01-01,606,N,VIIRS,n,2,295.26,3.3,D,0
18.40926,95.26981,339.02,0.51,0.66,2023-01-01,606,N,VIIRS,n,2,292.77,5.72,D,0
18.41207,95.25375,329.61,0.51,0.66,2023-01-01,606,N,VIIRS,n,2,293.66,16.96,D,0
18.41814,95.25235,367.0,0.51,0.66,2023-01-01,606,N,VIIRS,h,2,299.71,16.96,D,0
18.48808,96.39857,326.11,0.43,0.62,2023-01-01,606,N,VIIRS,n,2,296.02,2.63,D,0
18.51319,95.24741,346.32,0.51,0.66,2023-01-01,606,N,VIIRS,n,2,290.78,6.92,D,0
18.51415,95.37135,339.12,0.5,0.66,2023-01-01,606,N,VIIRS,n,2,294.43,5.24,D,0
18.5147,95.36773,328.0,0.5,0.66,2023-01-01,606,N,VIIRS,n,2,293.65,2.93,D,0
18.51576,95.37248,331.87,0.5,0.66,2023-01-01,606,N,VIIRS,n,2,293.97,2.93,D,0
18.52929,95.3196,325.87,0.51,0.66,2023-01-01,606,N,VIIRS,n,2,293.49,3.43,D,0
18.56548,95.1973,338.27,0.51,0.66,2023-01-01,606,N,VIIRS,n,2,294.59,4.53,D,0
18.5662,95.19868,331.88,0.51,0.66,2023-01-01,606,N,VIIRS,n,2,294.17,3.5,D,0
18.59135,95.17027,325.44,0.52,0.66,2023-01-01,606,N,VIIRS,n,2,296.47,9.54,D,0
18.59245,95.17517,367.0,0.51,0.66,2023-01-01,606,N,VIIRS,h,2,300.6,9.54,D,0
18.59741,95.16879,352.31,0.52,0.66,2023-01-01,606,N,VIIRS,n,2,297.41,14.82,D,0
18.59851,95.17369,354.46,0.51,0.66,2023-01-01,606,N,VIIRS,n,2,302.15,14.82,D,0
18.59962,95.17863,343.64,0.51,0.66,2023-01-01,606,N,VIIRS,n,2,296.61,18.56,D,0
18.60457,95.17221,339.05,0.51,0.66,2023-01-01,606,N,VIIRS,n,2,297.66,14.82,D,0
18.60568,95.17715,367.0,0.51,0.66,2023-01-01,606,N,VIIRS,h,2,297.75,18.56,D,0
18.61063,95.17072,367.0,0.51,0.66,2023-01-01,606,N,VIIRS,h,2,301.69,17.7,D,0
18.61173,95.17564,334.63,0.51,0.66,2023-01-01,606,N,VIIRS,n,2,299.32,8.42,D,0
18.61779,95.17414,325.09,0.51,0.66,2023-01-01,606,N,VIIRS,n,2,297.3,8.42,D,0
18.80033,97.39551,328.31,0.37,0.58,2023-01-01,606,N,VIIRS,n,2,297.78,2.12,D,0
18.88231,95.52745,329.67,0.48,0.65,2023-01-01,606,N,VIIRS,n,2,294.63,2.07,D,0
19.00824,95.3219,327.74,0.49,0.65,2023-01-01,606,N,VIIRS,n,2,295.25,2.51,D,0
19.06547,96.4515,337.74,0.42,0.61,2023-01-01,606,N,VIIRS,n,2,298.83,3.71,D,0
19.0681,96.45044,335.32,0.42,0.61,2023-01-01,606,N,VIIRS,n,2,299.61,2.81,D,0
19.14582,96.40305,341.68,0.42,0.61,2023-01-01,606,N,VIIRS,n,2,298.26,4.61,D,0
19.18941,96.37174,332.26,0.42,0.61,2023-01-01,606,N,VIIRS,n,2,294.86,1.74,D,0
19.21951,95.32554,327.34,0.49,0.65,2023-01-01,606,N,VIIRS,n,2,295.52,1.36,D,0
19.24025,96.27969,327.28,0.43,0.62,2023-01-01,606,N,VIIRS,n,2,298.48,1.89,D,0
19.24204,96.27898,326.84,0.43,0.62,2023-01-01,606,N,VIIRS,n,2,297.92,1.75,D,0
19.49625,96.39392,328.46,0.41,0.61,2023-01-01,606,N,VIIRS,n,2,294.22,2.19,D,0
19.55472,96.92775,340.9,0.38,0.59,2023-01-01,606,N,VIIRS,n,2,293.08,3.45,D,0
19.57403,99.86523,329.9,0.5,0.49,2023-01-01,606,N,VIIRS,n,2,296.3,1.95,D,0
19.90203,99.70359,339.17,0.5,0.49,2023-01-01,606,N,VIIRS,n,2,291.93,9.7,D,0
19.90299,99.70854,339.64,0.5,0.49,2023-01-01,606,N,VIIRS,n,2,291.98,12.82,D,0
19.97154,97.07891,336.44,0.37,0.58,2023-01-01,606,N,VIIRS,n,2,295.62,3.27,D,0
20.1098,96.90507,367.0,0.37,0.58,2023-01-01,606,N,VIIRS,h,2,293.94,7.32,D,0
20.11049,96.9083,349.28,0.37,0.58,2023-01-01,606,N,VIIRS,n,2,293.07,13.26,D,0
20.11515,96.904,339.74,0.37,0.58,2023-01-01,606,N,VIIRS,n,2,289.78,7.32,D,0
20.26876,97.89283,350.79,0.32,0.55,2023-01-01,606,N,VIIRS,n,2,303.32,3.49,D,0
20.11049,94.46384,347.79,0.53,0.67,2023-01-01,607,N,VIIRS,n,2,296.8,5.91,D,0
20.18188,94.55868,334.97,0.52,0.67,2023-01-01,607,N,VIIRS,n,2,293.7,4.96,D,0
20.18301,94.56357,340.81,0.52,0.67,2023-01-01,607,N,VIIRS,n,2,295.58,8.38,D,0
20.18428,94.5617,367.0,0.52,0.67,2023-01-01,607,N,VIIRS,h,2,295.41,9.0,D,0
20.19409,94.55573,344.47,0.52,0.67,2023-01-01,607,N,VIIRS,n,2,296.38,5.81,D,0
20.41582,96.66943,335.17,0.38,0.59,2023-01-01,607,N,VIIRS,n,2,296.53,3.64,D,0
20.48784,93.08488,333.27,0.63,0.72,2023-01-01,607,N,VIIRS,n,2,297.33,5.2,D,0
20.49106,93.08453,330.42,0.63,0.72,2023-01-01,607,N,VIIRS,n,2,297.58,5.14,D,0
20.60223,95.52871,354.96,0.45,0.63,2023-01-01,607,N,VIIRS,n,2,294.16,7.74,D,0
20.60295,95.53058,353.79,0.45,0.63,2023-01-01,607,N,VIIRS,n,2,294.71,7.68,D,0
20.60844,97.15564,337.42,0.35,0.57,2023-01-01,607,N,VIIRS,n,2,298.44,2.49,D,0
20.84988,96.9626,335.18,0.36,0.57,2023-01-01,607,N,VIIRS,n,2,291.82,4.67,D,0
20.85061,96.96604,367.0,0.36,0.57,2023-01-01,607,N,VIIRS,h,2,298.42,4.67,D,0
20.85593,96.96527,342.04,0.36,0.57,2023-01-01,607,N,VIIRS,n,2,290.47,4.67,D,0
20.94277,97.5247,325.59,0.33,0.55,2023-01-01,607,N,VIIRS,n,2,295.91,1.94,D,0
21.13515,97.20471,329.42,0.34,0.56,2023-01-01,607,N,VIIRS,n,2,294.53,2.71,D,0
21.13686,97.18741,328.87,0.34,0.56,2023-01-01,607,N,VIIRS,n,2,296.57,2.19,D,0
21.153,95.80634,331.55,0.42,0.61,2023-01-01,607,N,VIIRS,n,2,297.49,2.89,D,0
21.63393,96.8923,328.86,0.35,0.57,2023-01-01,607,N,VIIRS,n,2,295.69,0.67,D,0
21.71235,96.37594,335.68,0.37,0.58,2023-01-01,607,N,VIIRS,n,2,294.05,2.13,D,0
21.81368,96.89466,325.88,0.35,0.56,2023-01-01,607,N,VIIRS,n,2,295.74,1.59,D,0
21.83957,96.11725,334.71,0.39,0.59,2023-01-01,607,N,VIIRS,n,2,295.96,4.03,D,0
21.85189,96.17278,330.48,0.38,0.59,2023-01-01,607,N,VIIRS,n,2,295.73,1.69,D,0
21.87489,99.79981,325.18,0.46,0.47,2023-01-01,607,N,VIIRS,n,2,289.23,3.84,D,0
21.89099,96.2733,328.31,0.38,0.58,2023-01-01,607,N,VIIRS,n,2,293.11,2.44,D,0
21.91868,97.13686,338.31,0.33,0.55,2023-01-01,607,N,VIIRS,n,2,295.47,3.52,D,0
21.92027,95.05215,344.71,0.45,0.63,2023-01-01,607,N,VIIRS,n,2,302.7,5.55,D,0
21.92043,95.05028,348.77,0.45,0.63,2023-01-01,607,N,VIIRS,n,2,301.65,5.51,D,0
22.00216,97.33884,326.59,0.32,0.55,2023-01-01,607,N,VIIRS,n,2,294.04,3.3,D,0
22.00281,97.3419,335.96,0.32,0.55,2023-01-01,607,N,VIIRS,n,2,293.2,3.34,D,0
22.01345,97.34277,337.22,0.32,0.55,2023-01-01,607,N,VIIRS,n,2,294.66,3.02,D,0
22.02209,97.33421,341.69,0.32,0.55,2023-01-01,607,N,VIIRS,n,2,294.6,3.05,D,0
22.06781,97.32787,332.09,0.32,0.55,2023-01-01,607,N,VIIRS,n,2,293.5,3.59,D,0
22.08032,95.03658,330.74,0.45,0.63,2023-01-01,607,N,VIIRS,n,2,299.15,2.49,D,0
22.09782,96.14441,330.3,0.38,0.59,2023-01-01,607,N,VIIRS,n,2,296.58,2.07,D,0
22.10932,97.47764,335.67,0.63,0.54,2023-01-01,607,N,VIIRS,n,2,295.04,3.07,D,0
22.11022,97.48144,330.62,0.63,0.54,2023-01-01,607,N,VIIRS,n,2,295.57,7.24,D,0
22.15951,97.05422,329.25,0.33,0.55,2023-01-01,607,N,VIIRS,n,2,291.12,1.94,D,0
22.33122,96.51467,336.76,0.36,0.57,2023-01-01,607,N,VIIRS,n,2,294.3,2.14,D,0
22.33227,96.51575,328.05,0.36,0.57,2023-01-01,607,N,VIIRS,n,2,293.01,2.43,D,0
22.37073,97.93216,341.48,0.58,0.52,2023-01-01,607,N,VIIRS,n,2,291.33,15.09,D,0
22.47267,99.31,344.52,0.48,0.48,2023-01-01,607,N,VIIRS,n,2,290.74,12.72,D,0
22.57355,95.29211,351.28,0.42,0.61,2023-01-01,607,N,VIIRS,n,2,298.22,6.33,D,0
22.59797,95.65788,367.0,0.4,0.6,2023-01-01,607,N,VIIRS,h,2,298.62,7.75,D,0
22.59835,95.65616,355.32,0.4,0.6,2023-01-01,607,N,VIIRS,n,2,297.2,6.43,D,0
22.69988,93.42709,325.58,0.54,0.68,2023-01-01,607,N,VIIRS,n,2,291.72,4.08,D,0
22.88051,94.5387,331.17,0.46,0.63,2023-01-01,607,N,VIIRS,n,2,293.84,3.26,D,0
22.89685,94.52998,344.39,0.46,0.64,2023-01-01,607,N,VIIRS,n,2,296.67,5.99,D,0
22.91109,95.36167,352.1,0.41,0.61,2023-01-01,607,N,VIIRS,n,2,298.12,8.36,D,0
22.91198,95.36563,339.79,0.41,0.6,2023-01-01,607,N,VIIRS,n,2,298.15,9.39,D,0
22.92187,95.25366,329.81,0.41,0.61,2023-01-01,607,N,VIIRS,n,2,296.72,2.95,D,0
23.0498,95.36493,328.18,0.41,0.6,2023-01-01,607,N,VIIRS,n,2,297.66,3.65,D,0
23.3129,94.05019,343.91,0.48,0.65,2023-01-01,607,N,VIIRS,n,2,295.25,5.09,D,0
23.31514,94.05087,334.81,0.48,0.65,2023-01-01,607,N,VIIRS,n,2,294.46,3.92,D,0
23.37608,95.48885,328.23,0.39,0.59,2023-01-01,607,N,VIIRS,n,2,294.71,1.66,D,0
23.81407,95.72444,342.54,0.37,0.58,2023-01-01,607,N,VIIRS,n,2,296.59,4.95,D,0
24.32104,97.89204,336.14,0.54,0.5,2023-01-01,607,N,VIIRS,n,2,295.15,7.34,D,0
24.15836,96.663,351.34,0.32,0.55,2023-01-01,608,N,VIIRS,n,2,294.62,4.8,D,0
25.35983,94.83836,325.7,0.39,0.59,2023-01-01,608,N,VIIRS,n,2,290.92,3.43,D,0
25.60419,96.73037,335.74,0.59,0.53,2023-01-01,608,N,VIIRS,n,2,290.77,6.76,D,0
9.35933,77.92355,341.93,0.45,0.47,2023-01-01,745,N,VIIRS,n,2,304.72,3.12,D,0
9.62773,78.62904,336.31,0.4,0.44,2023-01-01,745,N,VIIRS,n,2,303.56,3.08,D,0
9.83648,77.89829,332.28,0.44,0.46,2023-01-01,745,N,VIIRS,n,2,301.62,2.12,D,0
10.12674,78.57627,334.13,0.4,0.44,2023-01-01,745,N,VIIRS,n,2,301.73,3.63,D,0
10.88867,78.23662,335.12,0.4,0.45,2023-01-01,745,N,VIIRS,n,2,303.19,2.12,D,0
